id,name,cuisine,mealType,servings,difficulty,totalTimeMinutes,ingredientsCount,stepsCount,calories,protein,carbs,fat,fiber,equipment,dietTags,variantGroup,variantType
"mfr-korean-beef-rice-bowl-cf","Korean-Spiced Ground Beef Rice Bowl — Calorie-Friendly","Korean","lunch","2","easy","20","10","4","476","36","45","16","4","stovetop","high-protein;dairy-free","mfr-korean-beef-rice-bowl","calorie-friendly"
"mfr-korean-beef-rice-bowl-pf","Korean-Spiced Ground Beef Rice Bowl — Protein-Boosted","Korean","lunch","2","easy","20","10","4","783","52","59","36","2","stovetop","high-protein;dairy-free","mfr-korean-beef-rice-bowl","protein-friendly"
"mfr-miso-tofu-grain-bowl","Miso-Glazed Tofu Grain Bowl","Japanese","lunch","2","easy","35","10","5","512","28","62","20","8","oven","vegetarian;high-protein;dairy-free","mfr-miso-tofu-grain-bowl","original"
"mfr-miso-tofu-grain-bowl-cf","Miso-Glazed Tofu Grain Bowl — Calorie-Friendly","Japanese","lunch","2","easy","35","8","4","399","25","55","12","10","oven","vegan;high-protein;dairy-free","mfr-miso-tofu-grain-bowl","calorie-friendly"
"mfr-miso-tofu-grain-bowl-pf","Miso-Glazed Tofu Grain Bowl — Protein-Boosted","Japanese","lunch","2","easy","35","10","4","650","42","67","27","10","oven","vegetarian;high-protein;dairy-free","mfr-miso-tofu-grain-bowl","protein-friendly"
"mfr-viet-shrimp-noodle-salad","Vietnamese Shrimp Rice Noodle Salad","Vietnamese","lunch","2","easy","20","12","5","443","30","67","5","4","stovetop","high-protein;dairy-free;gluten-free","mfr-viet-shrimp-noodle-salad","original"
"mfr-viet-shrimp-noodle-salad-cf","Vietnamese Shrimp Rice Noodle Salad — Calorie-Friendly","Vietnamese","lunch","2","easy","20","11","5","349","30","49","4","6","stovetop","high-protein;dairy-free;gluten-free","mfr-viet-shrimp-noodle-salad","calorie-friendly"
"mfr-viet-shrimp-noodle-salad-pf","Vietnamese Shrimp Rice Noodle Salad — Protein-Boosted","Vietnamese","lunch","2","easy","20","11","4","543","45","72","7","7","stovetop","high-protein;dairy-free;gluten-free","mfr-viet-shrimp-noodle-salad","protein-friendly"
"mfr-thai-peanut-tempeh-bowl","Thai Peanut Tempeh Bowl","Thai","lunch","2","easy","25","13","5","618","30","68","30","7","stovetop","vegan;high-protein;dairy-free","mfr-thai-peanut-tempeh-bowl","original"
"mfr-thai-peanut-tempeh-bowl-cf","Thai Peanut Tempeh Bowl — Calorie-Friendly","Thai","lunch","2","easy","25","11","3","482","29","63","17","9","stovetop","vegan;high-protein;dairy-free","mfr-thai-peanut-tempeh-bowl","calorie-friendly"
"mfr-thai-peanut-tempeh-bowl-pf","Thai Peanut Tempeh Bowl — Protein-Boosted","Thai","lunch","2","easy","25","12","4","808","43","82","41","9","stovetop","vegan;high-protein;dairy-free","mfr-thai-peanut-tempeh-bowl","protein-friendly"
"mfr-soy-ginger-salmon-rice","Soy-Ginger Glazed Salmon Rice Bowl","Japanese","lunch","2","easy","25","11","5","605","38","66","22","4","stovetop","high-protein;dairy-free","mfr-soy-ginger-salmon-rice","original"
"mfr-soy-ginger-salmon-rice-cf","Soy-Ginger Glazed Salmon Rice Bowl — Calorie-Friendly","Japanese","lunch","2","easy","25","11","4","446","38","46","16","7","stovetop","high-protein;dairy-free","mfr-soy-ginger-salmon-rice","calorie-friendly"
"mfr-soy-ginger-salmon-rice-pf","Soy-Ginger Glazed Salmon Rice Bowl — Protein-Boosted","Japanese","lunch","2","easy","25","10","3","729","54","71","27","6","stovetop","high-protein;dairy-free","mfr-soy-ginger-salmon-rice","protein-friendly"
"mfr-edamame-sesame-noodles","Edamame Sesame Noodle Bowl","Japanese","lunch","2","easy","15","13","5","596","24","85","22","10","stovetop","vegan;high-protein;dairy-free","mfr-edamame-sesame-noodles","original"
"mfr-edamame-sesame-noodles-cf","Edamame Sesame Noodle Bowl — Calorie-Friendly","Japanese","lunch","2","easy","15","12","3","467","23","74","13","12","stovetop","vegan;high-protein;dairy-free","mfr-edamame-sesame-noodles","calorie-friendly"
"mfr-edamame-sesame-noodles-pf","Edamame Sesame Noodle Bowl — Protein-Boosted","Japanese","lunch","2","easy","15","11","3","738","38","92","31","12","stovetop","vegan;high-protein;dairy-free","mfr-edamame-sesame-noodles","protein-friendly"
"mfr-spicy-tofu-bibimbap","Spicy Tofu Bibimbap Bowl","Korean","lunch","2","medium","25","13","5","568","27","68","23","5","stovetop","vegetarian;high-protein;dairy-free","mfr-spicy-tofu-bibimbap","original"
"mfr-spicy-tofu-bibimbap-cf","Spicy Tofu Bibimbap Bowl — Calorie-Friendly","Korean","lunch","2","medium","25","11","3","435","24","67","11","7","stovetop","vegan;high-protein;dairy-free","mfr-spicy-tofu-bibimbap","calorie-friendly"
"mfr-spicy-tofu-bibimbap-pf","Spicy Tofu Bibimbap Bowl — Protein-Boosted","Korean","lunch","2","medium","25","11","3","703","40","69","33","5","stovetop","vegetarian;high-protein;dairy-free","mfr-spicy-tofu-bibimbap","protein-friendly"
"mfr-teriyaki-mushroom-rice","Teriyaki Mushroom and Edamame Rice Bowl","Japanese","lunch","2","easy","20","10","5","488","23","87","9","9","stovetop","vegan;high-protein;dairy-free","mfr-teriyaki-mushroom-rice","original"
"mfr-teriyaki-mushroom-rice-cf","Teriyaki Mushroom and Edamame Rice Bowl — Calorie-Friendly","Japanese","lunch","2","easy","20","8","2","406","24","73","6","11","stovetop","vegan;high-protein;dairy-free","mfr-teriyaki-mushroom-rice","calorie-friendly"
"mfr-teriyaki-mushroom-rice-pf","Teriyaki Mushroom and Edamame Rice Bowl — Protein-Boosted","Japanese","lunch","2","easy","20","9","3","640","37","92","19","11","stovetop","vegan;high-protein;dairy-free","mfr-teriyaki-mushroom-rice","protein-friendly"
"mfr-hoisin-chicken-noodles","Hoisin Chicken Soba Noodles","Chinese","lunch","2","easy","20","11","5","572","46","72","13","6","stovetop","high-protein;dairy-free","mfr-hoisin-chicken-noodles","original"
"mfr-hoisin-chicken-noodles-cf","Hoisin Chicken Soba Noodles — Calorie-Friendly","Chinese","lunch","2","easy","20","10","3","470","46","59","7","9","stovetop","high-protein;dairy-free","mfr-hoisin-chicken-noodles","calorie-friendly"
"mfr-hoisin-chicken-noodles-pf","Hoisin Chicken Soba Noodles — Protein-Boosted","Chinese","lunch","2","easy","20","10","3","680","64","76","16","7","stovetop","high-protein;dairy-free","mfr-hoisin-chicken-noodles","protein-friendly"
"mfr-greek-baked-chicken","Greek-Spiced Baked Chicken Thighs","Greek","dinner","4","easy","50","9","4","452","29","28","26","3","oven","high-protein;gluten-free;dairy-free","mfr-greek-baked-chicken","original"
"mfr-greek-baked-chicken-cf","Greek-Spiced Baked Chicken Thighs — Calorie-Friendly","Greek","dinner","4","easy","45","10","3","330","28","13","19","3","oven","high-protein;gluten-free;dairy-free","mfr-greek-baked-chicken","calorie-friendly"
"mfr-greek-baked-chicken-pf","Greek-Spiced Baked Chicken Thighs — Protein-Boosted","Greek","dinner","4","easy","50","9","2","583","44","38","30","7","oven","high-protein;gluten-free;dairy-free","mfr-greek-baked-chicken","protein-friendly"
"mfr-white-bean-shakshuka","White Bean Shakshuka","Middle Eastern","dinner","2","easy","25","12","5","472","30","54","16","17","stovetop","vegetarian;high-protein;gluten-free","mfr-white-bean-shakshuka","original"
"mfr-white-bean-shakshuka-cf","White Bean Shakshuka — Calorie-Friendly","Middle Eastern","dinner","2","easy","25","11","2","372","25","53","10","17","stovetop","vegetarian;high-protein;gluten-free","mfr-white-bean-shakshuka","calorie-friendly"
"mfr-white-bean-shakshuka-pf","White Bean Shakshuka — Protein-Boosted","Middle Eastern","dinner","2","easy","25","11","2","582","44","66","21","23","stovetop","vegetarian;high-protein;gluten-free","mfr-white-bean-shakshuka","protein-friendly"
"mfr-lemon-salmon-couscous","Lemon Herb Salmon with Couscous","Mediterranean","dinner","2","easy","25","11","5","607","34","54","28","4","oven","high-protein;dairy-free","mfr-lemon-salmon-couscous","original"
"mfr-lemon-salmon-couscous-cf","Lemon Herb Salmon with Couscous — Calorie-Friendly","Mediterranean","dinner","2","easy","25","9","3","487","34","36","23","4","oven","high-protein;dairy-free","mfr-lemon-salmon-couscous","calorie-friendly"
"mfr-lemon-salmon-couscous-pf","Lemon Herb Salmon with Couscous — Protein-Boosted","Mediterranean","dinner","2","easy","25","9","3","721","52","68","29","12","oven","high-protein;dairy-free","mfr-lemon-salmon-couscous","protein-friendly"
"mfr-lebanese-lentil-soup","Lebanese Red Lentil Soup","Lebanese","dinner","4","easy","45","12","5","336","22","50","7","22","stovetop","vegan;high-protein;gluten-free;dairy-free","mfr-lebanese-lentil-soup","original"
"mfr-lebanese-lentil-soup-cf","Lebanese Red Lentil Soup — Calorie-Friendly","Lebanese","dinner","4","easy","45","10","2","306","22","50","4","22","stovetop","vegan;high-protein;gluten-free;dairy-free","mfr-lebanese-lentil-soup","calorie-friendly"
"mfr-lebanese-lentil-soup-pf","Lebanese Red Lentil Soup — Protein-Boosted","Lebanese","dinner","4","easy","45","10","2","424","32","66","7","26","stovetop","vegan;high-protein;gluten-free;dairy-free","mfr-lebanese-lentil-soup","protein-friendly"
"mfr-moroccan-chicken-chickpea","Moroccan Chicken and Chickpea Stew","Moroccan","dinner","4","easy","50","12","5","398","28","31","19","8","stovetop","high-protein;gluten-free;dairy-free","mfr-moroccan-chicken-chickpea","original"
"mfr-moroccan-chicken-chickpea-cf","Moroccan Chicken and Chickpea Stew — Calorie-Friendly","Moroccan","dinner","4","easy","40","12","3","273","37","25","4","8","stovetop","high-protein;gluten-free;dairy-free","mfr-moroccan-chicken-chickpea","calorie-friendly"
"mfr-moroccan-chicken-chickpea-pf","Moroccan Chicken and Chickpea Stew — Protein-Boosted","Moroccan","dinner","4","easy","50","11","2","486","46","38","20","11","stovetop","high-protein;gluten-free;dairy-free","mfr-moroccan-chicken-chickpea","protein-friendly"
"mfr-quinoa-tabbouleh-bowl","Protein Quinoa Tabbouleh Bowl","Lebanese","dinner","2","easy","30","10","5","432","15","48","23","7","stovetop","vegan;high-protein;gluten-free;dairy-free","mfr-quinoa-tabbouleh-bowl","original"
"mfr-quinoa-tabbouleh-bowl-cf","Protein Quinoa Tabbouleh Bowl — Calorie-Friendly","Lebanese","dinner","2","easy","30","9","2","355","15","54","12","9","stovetop","vegan;high-protein;gluten-free;dairy-free","mfr-quinoa-tabbouleh-bowl","calorie-friendly"
"mfr-quinoa-tabbouleh-bowl-pf","Protein Quinoa Tabbouleh Bowl — Protein-Boosted","Lebanese","dinner","2","easy","30","10","2","581","27","80","21","16","stovetop","vegan;high-protein;gluten-free;dairy-free","mfr-quinoa-tabbouleh-bowl","protein-friendly"
"mfr-turkish-beef-rice","Turkish-Style Spiced Ground Beef Rice","Turkish","dinner","3","easy","25","12","4","562","28","58","23","2","stovetop","high-protein;dairy-free;gluten-free","mfr-turkish-beef-rice","original"
"mfr-turkish-beef-rice-cf","Turkish-Style Spiced Ground Beef Rice — Calorie-Friendly","Turkish","dinner","3","easy","25","11","3","368","27","47","8","3","stovetop","high-protein;dairy-free;gluten-free","mfr-turkish-beef-rice","calorie-friendly"
"mfr-turkish-beef-rice-pf","Turkish-Style Spiced Ground Beef Rice — Protein-Boosted","Turkish","dinner","3","easy","30","10","3","702","44","73","27","14","stovetop","high-protein;dairy-free;gluten-free","mfr-turkish-beef-rice","protein-friendly"
"mfr-roasted-chickpea-plate","Roasted Chickpea and Vegetable Plate","Mediterranean","dinner","2","easy","40","12","5","591","21","74","28","16","oven","vegan;high-protein;gluten-free;dairy-free","mfr-roasted-chickpea-plate","original"
"mfr-roasted-chickpea-plate-cf","Roasted Chickpea and Vegetable Plate — Calorie-Friendly","Mediterranean","dinner","2","easy","40","11","2","449","19","60","18","16","oven","vegan;high-protein;gluten-free;dairy-free","mfr-roasted-chickpea-plate","calorie-friendly"
"mfr-roasted-chickpea-plate-pf","Roasted Chickpea and Vegetable Plate — Protein-Boosted","Mediterranean","dinner","2","easy","40","11","3","784","37","95","36","26","oven","vegan;high-protein;gluten-free;dairy-free","mfr-roasted-chickpea-plate","protein-friendly"
"mfr-harissa-shrimp-couscous","Harissa Shrimp with Pearl Couscous","North African","dinner","2","easy","25","10","5","488","32","62","13","5","stovetop","high-protein;dairy-free","mfr-harissa-shrimp-couscous","original"
"mfr-harissa-shrimp-couscous-cf","Harissa Shrimp with Pearl Couscous — Calorie-Friendly","North African","dinner","2","easy","25","9","3","404","32","53","8","6","stovetop","high-protein;dairy-free","mfr-harissa-shrimp-couscous","calorie-friendly"
"mfr-harissa-shrimp-couscous-pf","Harissa Shrimp with Pearl Couscous — Protein-Boosted","North African","dinner","2","easy","25","10","3","591","50","73","15","14","stovetop","high-protein;dairy-free","mfr-harissa-shrimp-couscous","protein-friendly"
"mfr-feta-spinach-chicken","Feta and Spinach Stuffed Chicken Breast","Greek","dinner","2","medium","35","9","5","386","45","5","21","2","oven","high-protein;gluten-free","mfr-feta-spinach-chicken","original"
"mfr-feta-spinach-chicken-cf","Feta and Spinach Stuffed Chicken Breast — Calorie-Friendly","Greek","dinner","2","medium","35","8","3","305","43","4","13","2","oven","high-protein;gluten-free","mfr-feta-spinach-chicken","calorie-friendly"
"mfr-feta-spinach-chicken-pf","Feta and Spinach Stuffed Chicken Breast — Protein-Boosted","Greek","dinner","2","medium","35","9","3","514","65","7","26","2","oven","high-protein;gluten-free","mfr-feta-spinach-chicken","protein-friendly"
"mfr-chicken-pozole-verde","Green Chicken Pozole","Mexican","dinner","4","easy","45","12","4","294","42","23","4","7","stovetop","high-protein;gluten-free;dairy-free","mfr-chicken-pozole-verde","original"
"mfr-chicken-pozole-verde-cf","Green Chicken Pozole — Calorie-Friendly","Mexican","dinner","4","easy","45","11","3","214","39","9","4","2","stovetop","high-protein;gluten-free;dairy-free","mfr-chicken-pozole-verde","calorie-friendly"
"mfr-chicken-pozole-verde-pf","Green Chicken Pozole — Protein-Boosted","Mexican","dinner","4","easy","45","11","3","412","56","34","5","10","stovetop","high-protein;gluten-free;dairy-free","mfr-chicken-pozole-verde","protein-friendly"
"mfr-beef-enchilada-casserole","Beef and Bean Enchilada Casserole","Mexican","dinner","6","medium","50","11","5","518","30","48","23","9","oven","high-protein","mfr-beef-enchilada-casserole","original"
"mfr-beef-enchilada-casserole-cf","Beef and Bean Enchilada Casserole — Calorie-Friendly","Mexican","dinner","6","medium","50","10","3","358","29","49","8","13","oven","high-protein","mfr-beef-enchilada-casserole","calorie-friendly"
"mfr-beef-enchilada-casserole-pf","Beef and Bean Enchilada Casserole — Protein-Boosted","Mexican","dinner","6","medium","50","11","3","618","46","55","26","12","oven","high-protein","mfr-beef-enchilada-casserole","protein-friendly"
"mfr-spicy-shrimp-tacos","Spicy Shrimp Tacos with Mango Slaw","Mexican","dinner","2","easy","15","12","5","472","32","58","13","6","stovetop","high-protein;dairy-free","mfr-spicy-shrimp-tacos","original"
"mfr-spicy-shrimp-tacos-cf","Spicy Shrimp Tacos with Mango Slaw — Calorie-Friendly","Mexican","dinner","2","easy","15","10","2","283","31","25","6","5","stovetop","high-protein;dairy-free;gluten-free","mfr-spicy-shrimp-tacos","calorie-friendly"
"mfr-spicy-shrimp-tacos-pf","Spicy Shrimp Tacos with Mango Slaw — Protein-Boosted","Mexican","dinner","2","easy","15","10","3","578","47","70","14","13","stovetop","high-protein;dairy-free","mfr-spicy-shrimp-tacos","protein-friendly"
"mfr-black-bean-sweet-potato-tamale-bowl","Black Bean Sweet Potato Tamale Bowl","Mexican","dinner","2","easy","40","13","3","456","17","87","8","20","oven","vegan;high-protein;gluten-free;dairy-free","mfr-black-bean-sweet-potato-tamale-bowl","original"
"mfr-black-bean-sweet-potato-tamale-bowl-cf","Black Bean Sweet Potato Tamale Bowl — Calorie-Friendly","Mexican","dinner","2","easy","40","11","2","340","16","66","4","18","oven","vegan;high-protein;gluten-free;dairy-free","mfr-black-bean-sweet-potato-tamale-bowl","calorie-friendly"
"mfr-black-bean-sweet-potato-tamale-bowl-pf","Black Bean Sweet Potato Tamale Bowl — Protein-Boosted","Mexican","dinner","2","easy","40","11","3","611","33","97","16","28","oven","vegan;high-protein;gluten-free;dairy-free","mfr-black-bean-sweet-potato-tamale-bowl","protein-friendly"
"mfr-peruvian-chicken-green-sauce","Peruvian-Style Chicken with Herb Sauce","Peruvian","dinner","4","medium","55","11","4","356","29","6","25","1","oven","high-protein;gluten-free","mfr-peruvian-chicken-green-sauce","original"
"mfr-peruvian-chicken-green-sauce-cf","Peruvian-Style Chicken with Herb Sauce — Calorie-Friendly","Peruvian","dinner","4","medium","45","11","3","229","37","5","8","1","oven","high-protein;gluten-free","mfr-peruvian-chicken-green-sauce","calorie-friendly"
"mfr-peruvian-chicken-green-sauce-pf","Peruvian-Style Chicken with Herb Sauce — Protein-Boosted","Peruvian","dinner","4","medium","45","10","2","317","55","8","9","1","oven","high-protein;gluten-free","mfr-peruvian-chicken-green-sauce","protein-friendly"
"mfr-chorizo-potato-hash","Chorizo and Potato Breakfast Hash","Mexican","breakfast","2","easy","25","11","5","602","25","49","36","5","stovetop","high-protein;gluten-free;dairy-free","mfr-chorizo-potato-hash","original"
"mfr-chorizo-potato-hash-cf","Chorizo and Potato Breakfast Hash — Calorie-Friendly","Mexican","breakfast","2","easy","25","10","3","412","25","48","14","5","stovetop","high-protein;gluten-free;dairy-free","mfr-chorizo-potato-hash","calorie-friendly"
"mfr-chorizo-potato-hash-pf","Chorizo and Potato Breakfast Hash — Protein-Boosted","Mexican","breakfast","2","easy","25","11","4","534","44","49","19","5","stovetop","high-protein;gluten-free","mfr-chorizo-potato-hash","protein-friendly"
"mfr-colombian-red-beans-rice","Colombian-Style Red Beans and Rice","Colombian","dinner","4","easy","40","10","5","508","25","84","8","14","stovetop","vegetarian;high-protein;gluten-free;dairy-free","mfr-colombian-red-beans-rice","original"
"mfr-colombian-red-beans-rice-cf","Colombian-Style Red Beans and Rice — Calorie-Friendly","Colombian","dinner","4","easy","40","10","3","378","24","63","6","16","stovetop","vegetarian;high-protein;gluten-free;dairy-free","mfr-colombian-red-beans-rice","calorie-friendly"
"mfr-colombian-red-beans-rice-pf","Colombian-Style Red Beans and Rice — Protein-Boosted","Colombian","dinner","4","easy","40","10","3","616","38","91","12","17","stovetop","vegetarian;high-protein;gluten-free;dairy-free","mfr-colombian-red-beans-rice","protein-friendly"
"mfr-mexican-street-corn-salad","Grilled Mexican Street Corn Salad","Mexican","snack","4","easy","15","10","4","222","9","37","7","4","stovetop","vegetarian;gluten-free","mfr-mexican-street-corn-salad","original"
"mfr-mexican-street-corn-salad-cf","Grilled Mexican Street Corn Salad — Calorie-Friendly","Mexican","snack","4","easy","15","8","1","171","7","36","3","4","stovetop","vegetarian;gluten-free","mfr-mexican-street-corn-salad","calorie-friendly"
"mfr-mexican-street-corn-salad-pf","Grilled Mexican Street Corn Salad — Protein-Boosted","Mexican","lunch","4","easy","15","9","1","337","22","49","11","12","stovetop","vegetarian;gluten-free","mfr-mexican-street-corn-salad","protein-friendly"
"mfr-lamb-quinoa-stuffed-peppers","Spiced Lamb and Quinoa Stuffed Peppers","Latin fusion","dinner","4","medium","55","11","5","478","34","35","24","6","oven","high-protein;gluten-free;dairy-free","mfr-lamb-quinoa-stuffed-peppers","original"
"mfr-lamb-quinoa-stuffed-peppers-cf","Spiced Lamb and Quinoa Stuffed Peppers — Calorie-Friendly","Latin fusion","dinner","4","medium","55","10","2","357","31","35","11","6","oven","high-protein;gluten-free;dairy-free","mfr-lamb-quinoa-stuffed-peppers","calorie-friendly"
"mfr-lamb-quinoa-stuffed-peppers-pf","Spiced Lamb and Quinoa Stuffed Peppers — Protein-Boosted","Latin fusion","dinner","4","medium","55","10","2","584","48","45","26","12","oven","high-protein;gluten-free;dairy-free","mfr-lamb-quinoa-stuffed-peppers","protein-friendly"
"mfr-lentil-taco-bowls","Cumin-Spiced Lentil Taco Bowls","Mexican","dinner","4","easy","35","11","4","496","23","96","4","22","stovetop","vegan;high-protein;gluten-free;dairy-free","mfr-lentil-taco-bowls","original"
"mfr-lentil-taco-bowls-cf","Cumin-Spiced Lentil Taco Bowls — Calorie-Friendly","Mexican","dinner","4","easy","35","9","2","373","22","74","2","22","stovetop","vegan;high-protein;gluten-free;dairy-free","mfr-lentil-taco-bowls","calorie-friendly"
"mfr-lentil-taco-bowls-pf","Cumin-Spiced Lentil Taco Bowls — Protein-Boosted","Mexican","dinner","4","easy","35","10","3","613","37","115","8","33","stovetop","vegan;high-protein;gluten-free;dairy-free","mfr-lentil-taco-bowls","protein-friendly"
"mfr-tuscan-white-bean-kale-soup","Tuscan White Bean and Kale Soup","Italian","dinner","4","easy","40","13","5","318","20","54","5","15","stovetop","vegan;high-protein;gluten-free;dairy-free","mfr-tuscan-white-bean-kale-soup","original"
"mfr-tuscan-white-bean-kale-soup-cf","Tuscan White Bean and Kale Soup — Calorie-Friendly","Italian","dinner","4","easy","40","10","3","283","20","56","1","17","stovetop","vegan;high-protein;gluten-free;dairy-free","mfr-tuscan-white-bean-kale-soup","calorie-friendly"
"mfr-tuscan-white-bean-kale-soup-pf","Tuscan White Bean and Kale Soup — Protein-Boosted","Italian","dinner","4","easy","40","12","3","432","38","60","9","17","stovetop","high-protein;gluten-free;dairy-free","mfr-tuscan-white-bean-kale-soup","protein-friendly"
"mfr-red-pepper-tomato-soup","Roasted Red Pepper Tomato Soup","American","lunch","4","easy","45","10","5","182","8","28","6","7","oven","vegetarian;high-protein;gluten-free","mfr-red-pepper-tomato-soup","original"
"mfr-red-pepper-tomato-soup-cf","Roasted Red Pepper Tomato Soup — Calorie-Friendly","American","lunch","4","easy","45","8","2","152","8","27","2","7","oven","vegetarian;high-protein;gluten-free","mfr-red-pepper-tomato-soup","calorie-friendly"
"mfr-red-pepper-tomato-soup-pf","Roasted Red Pepper Tomato Soup — Protein-Boosted","American","lunch","4","easy","45","10","3","276","20","42","6","12","oven","vegetarian;high-protein;gluten-free","mfr-red-pepper-tomato-soup","protein-friendly"
"mfr-thai-coconut-chicken-soup","Thai Coconut Chicken Soup","Thai","dinner","4","easy","30","12","5","385","37","12","23","2","stovetop","high-protein;gluten-free;dairy-free","mfr-thai-coconut-chicken-soup","original"
"mfr-thai-coconut-chicken-soup-cf","Thai Coconut Chicken Soup — Calorie-Friendly","Thai","dinner","4","easy","30","10","3","224","37","11","5","3","stovetop","high-protein;gluten-free;dairy-free","mfr-thai-coconut-chicken-soup","calorie-friendly"
"mfr-thai-coconut-chicken-soup-pf","Thai Coconut Chicken Soup — Protein-Boosted","Thai","dinner","4","easy","30","11","2","520","54","21","27","4","stovetop","high-protein;gluten-free;dairy-free","mfr-thai-coconut-chicken-soup","protein-friendly"
"mfr-lentil-veggie-minestrone","Lentil and Vegetable Minestrone","Italian","dinner","6","easy","55","13","4","296","16","55","4","13","stovetop","vegan;high-protein;dairy-free","mfr-lentil-veggie-minestrone","original"
"mfr-lentil-veggie-minestrone-cf","Lentil and Vegetable Minestrone — Calorie-Friendly","Italian","dinner","6","easy","55","12","3","216","15","42","1","13","stovetop","vegan;high-protein;dairy-free","mfr-lentil-veggie-minestrone","calorie-friendly"
"mfr-lentil-veggie-minestrone-pf","Lentil and Vegetable Minestrone — Protein-Boosted","Italian","dinner","6","easy","55","13","2","374","29","66","4","18","stovetop","vegan;high-protein;dairy-free","mfr-lentil-veggie-minestrone","protein-friendly"
"mfr-smoky-black-bean-soup","Smoky Black Bean Soup","American","dinner","4","easy","35","12","4","334","17","48","11","17","stovetop","vegetarian;high-protein;gluten-free","mfr-smoky-black-bean-soup","original"
"mfr-smoky-black-bean-soup-cf","Smoky Black Bean Soup — Calorie-Friendly","American","dinner","4","easy","35","11","2","270","19","45","6","17","stovetop","vegetarian;high-protein;gluten-free","mfr-smoky-black-bean-soup","calorie-friendly"
"mfr-smoky-black-bean-soup-pf","Smoky Black Bean Soup — Protein-Boosted","American","dinner","4","easy","35","11","2","428","31","68","8","23","stovetop","vegetarian;high-protein;gluten-free","mfr-smoky-black-bean-soup","protein-friendly"
"mfr-broccoli-cheddar-soup","Broccoli Cheddar Protein Soup","American","lunch","4","easy","35","11","5","323","24","19","19","5","stovetop","vegetarian;high-protein;gluten-free","mfr-broccoli-cheddar-soup","original"
"mfr-broccoli-cheddar-soup-cf","Broccoli Cheddar Protein Soup — Calorie-Friendly","American","lunch","4","easy","35","10","3","218","22","18","8","5","stovetop","vegetarian;high-protein;gluten-free","mfr-broccoli-cheddar-soup","calorie-friendly"
"mfr-broccoli-cheddar-soup-pf","Broccoli Cheddar Protein Soup — Protein-Boosted","American","lunch","4","easy","35","10","3","423","39","24","21","5","stovetop","vegetarian;high-protein;gluten-free","mfr-broccoli-cheddar-soup","protein-friendly"
"mfr-chicken-tortilla-soup","Chicken Tortilla Soup","Mexican","dinner","4","easy","40","12","5","378","39","44","7","11","stovetop","high-protein;gluten-free;dairy-free","mfr-chicken-tortilla-soup","original"
"mfr-chicken-tortilla-soup-cf","Chicken Tortilla Soup — Calorie-Friendly","Mexican","dinner","4","easy","40","11","2","305","39","34","4","12","stovetop","high-protein;gluten-free;dairy-free","mfr-chicken-tortilla-soup","calorie-friendly"
"mfr-chicken-tortilla-soup-pf","Chicken Tortilla Soup — Protein-Boosted","Mexican","dinner","4","easy","40","11","2","454","55","52","5","16","stovetop","high-protein;gluten-free;dairy-free","mfr-chicken-tortilla-soup","protein-friendly"
"mfr-pork-miso-ramen","Pork and Miso Ramen","Japanese","dinner","2","easy","25","12","6","614","29","60","33","4","stovetop","high-protein;dairy-free","mfr-pork-miso-ramen","original"
"mfr-pork-miso-ramen-cf","Pork and Miso Ramen — Calorie-Friendly","Japanese","dinner","2","easy","25","11","3","484","29","60","17","5","stovetop","high-protein;dairy-free","mfr-pork-miso-ramen","calorie-friendly"
"mfr-pork-miso-ramen-pf","Pork and Miso Ramen — Protein-Boosted","Japanese","dinner","2","easy","25","11","3","903","47","67","54","5","stovetop","high-protein;dairy-free","mfr-pork-miso-ramen","protein-friendly"
"mfr-ethiopian-red-lentil-stew","Ethiopian Spiced Red Lentil Stew","Ethiopian","dinner","4","easy","45","13","5","449","24","79","7","23","stovetop","vegan;high-protein;gluten-free;dairy-free","mfr-ethiopian-red-lentil-stew","original"
"mfr-ethiopian-red-lentil-stew-cf","Ethiopian Spiced Red Lentil Stew — Calorie-Friendly","Ethiopian","dinner","4","easy","45","12","3","355","23","64","4","23","stovetop","vegan;high-protein;gluten-free;dairy-free","mfr-ethiopian-red-lentil-stew","calorie-friendly"
"mfr-ethiopian-red-lentil-stew-pf","Ethiopian Spiced Red Lentil Stew — Protein-Boosted","Ethiopian","dinner","4","easy","45","12","3","558","38","98","8","32","stovetop","vegan;high-protein;gluten-free;dairy-free","mfr-ethiopian-red-lentil-stew","protein-friendly"
"mfr-chicken-barley-soup","Herbed Chicken and Barley Soup","American","dinner","6","easy","70","12","4","296","36","27","4","4","stovetop","high-protein;dairy-free","mfr-chicken-barley-soup","original"
"mfr-chicken-barley-soup-cf","Herbed Chicken and Barley Soup — Calorie-Friendly","American","dinner","6","easy","70","11","3","215","35","15","3","3","stovetop","high-protein;dairy-free","mfr-chicken-barley-soup","calorie-friendly"
"mfr-chicken-barley-soup-pf","Herbed Chicken and Barley Soup — Protein-Boosted","American","dinner","6","easy","70","12","2","358","53","37","4","7","stovetop","high-protein;dairy-free","mfr-chicken-barley-soup","protein-friendly"
"mfr-turkey-meatball-marinara","Turkey Meatballs in Marinara","Italian-American","dinner","4","easy","45","9","4","545","40","56","18","5","oven","high-protein;dairy-free","mfr-turkey-meatball-marinara","original"
